date,o_bid,h_bid,l_bid,c_bid,o_ask,h_ask,l_ask,c_ask,c_mid,volume
2007-08-13,2.02085,2.02550,2.00838,2.01137,2.02125,2.02590,2.00863,2.01177,2.01157,21532
2007-08-14,2.01138,2.01322,1.99481,1.99538,2.01178,2.01347,1.99521,1.99578,1.99558,31645
2007-08-15,1.99533,1.99572,1.98555,1.98745,1.99573,1.99598,1.98582,1.98785,1.98765,34269
2007-08-16,1.98740,1.98879,1.97653,1.98355,1.98780,1.98917,1.97703,1.98435,1.98395,39274
2007-08-17,1.98360,1.99330,1.96520,1.98060,1.98440,1.99380,1.96560,1.98160,1.98110,30259
2007-08-19,1.97925,1.98310,1.97705,1.97745,1.98025,1.98410,1.97805,1.97845,1.97795,1334
2007-08-20,1.97775,1.99074,1.97688,1.98694,1.97815,1.99114,1.97723,1.98734,1.98714,20530
2007-08-21,1.98689,1.98839,1.97422,1.98321,1.98729,1.98879,1.97447,1.98361,1.98341,20230
2007-08-22,1.98322,1.99565,1.98044,1.99405,1.98362,1.99605,1.98084,1.99445,1.99425,23844
2007-08-23,1.99395,2.00943,1.99155,2.00452,1.99435,2.00968,1.99195,2.00492,2.00472,27360
2007-08-24,2.00452,2.01452,1.99762,2.01382,2.00492,2.01552,1.99802,2.01482,2.01432,24568
2007-08-26,2.01377,2.01747,2.01257,2.01707,2.01477,2.01847,2.01357,2.01807,2.01757,1501
2007-08-27,2.01737,2.01902,2.00785,2.00880,2.01777,2.01942,2.00825,2.00920,2.00900,14683
2007-08-28,2.00880,2.01410,1.99745,1.99800,2.00920,2.01435,1.99785,1.99840,1.99820,23270
2007-08-29,1.99830,2.01803,1.99600,2.01480,1.99870,2.01829,1.99640,2.01520,2.01500,19539
2007-08-30,2.01470,2.01825,2.00425,2.01500,2.01510,2.01865,2.00450,2.01540,2.01520,22150
2007-08-31,2.01502,2.02310,2.01078,2.01650,2.01542,2.02335,2.01103,2.01750,2.01700,21658
2007-09-02,2.01720,2.01765,2.01415,2.01440,2.01820,2.01865,2.01515,2.01540,2.01490,946
2007-09-03,2.01470,2.02120,2.01357,2.01686,2.01510,2.02160,2.01397,2.01726,2.01706,12353
2007-09-04,2.01685,2.01939,2.00739,2.01525,2.01725,2.01975,2.00764,2.01565,2.01545,18839
2007-09-05,2.01520,2.02245,2.00418,2.01971,2.01560,2.02270,2.00443,2.02011,2.01991,20066
2007-09-06,2.01966,2.02651,2.01394,2.02265,2.02006,2.02676,2.01419,2.02298,2.02282,22097
2007-09-07,2.02270,2.03221,2.01598,2.02820,2.02303,2.03276,2.01623,2.02920,2.02870,21712
2007-09-09,2.02825,2.02912,2.02648,2.02802,2.02925,2.03012,2.02748,2.02902,2.02852,1607
2007-09-10,2.02832,2.03290,2.02605,2.02706,2.02872,2.03315,2.02645,2.02739,2.02723,17460
2007-09-11,2.02701,2.03365,2.02330,2.03307,2.02734,2.03406,2.02355,2.03347,2.03327,20082
2007-09-12,2.03307,2.03648,2.02662,2.02666,2.03347,2.03673,2.02702,2.02706,2.02686,21958
2007-09-13,2.02674,2.03455,2.01683,2.01956,2.02714,2.03480,2.01723,2.01996,2.01976,27130
2007-09-14,2.01957,2.02245,2.00475,2.00685,2.01997,2.02270,2.00575,2.00785,2.00735,30071
2007-09-16,2.00695,2.00740,2.00430,2.00560,2.00795,2.00840,2.00530,2.00660,2.00610,1414
2007-09-17,2.00590,2.00900,1.99148,1.99324,2.00630,2.00940,1.99173,1.99357,1.99341,24326
2007-09-18,1.99324,2.01499,1.98790,2.01149,1.99357,2.01529,1.98823,2.01182,2.01166,29027
2007-09-19,2.01144,2.01718,1.99502,2.00164,2.01177,2.01743,1.99527,2.00204,2.00184,30646
2007-09-20,2.00179,2.01447,1.99724,2.00981,2.00219,2.01472,1.99757,2.01021,2.01001,23883
2007-09-21,2.00990,2.02118,2.00788,2.01968,2.01030,2.02143,2.00813,2.02068,2.02018,22301
2007-09-23,2.01918,2.02120,2.01834,2.02030,2.02118,2.02205,2.02010,2.02090,2.02060,713
2007-09-24,2.02030,2.03162,2.01995,2.02010,2.02090,2.03202,2.02035,2.02050,2.02030,18133
2007-09-25,2.02005,2.02163,2.00848,2.01809,2.02045,2.02196,2.00873,2.01842,2.01825,25570
2007-09-26,2.01814,2.01906,2.01039,2.01519,2.01847,2.01931,2.01064,2.01552,2.01536,20645
2007-09-27,2.01525,2.02865,2.01345,2.02680,2.01558,2.02915,2.01378,2.02720,2.02700,23587
2007-09-28,2.02677,2.04863,2.01946,2.04668,2.02717,2.04963,2.01986,2.04768,2.04718,24560
2007-09-30,2.04643,2.04743,2.04355,2.04465,2.04793,2.04893,2.04455,2.04565,2.04515,970
2007-10-01,2.04495,2.04934,2.03735,2.04382,2.04535,2.04959,2.03760,2.04422,2.04402,19360
2007-10-02,2.04377,2.04457,2.03678,2.04034,2.04417,2.04482,2.03703,2.04074,2.04054,19946
2007-10-03,2.04044,2.04412,2.03079,2.03252,2.04084,2.04445,2.03104,2.03292,2.03272,20923
2007-10-04,2.03257,2.04277,2.02771,2.03859,2.03297,2.04302,2.02796,2.03899,2.03879,20242
2007-10-05,2.03864,2.04408,2.02990,2.04150,2.03904,2.04433,2.03040,2.04250,2.04200,18962
2007-10-07,2.04125,2.04215,2.04060,2.04150,2.04275,2.04315,2.04160,2.04250,2.04200,1085
2007-10-08,2.04180,2.04243,2.03312,2.03500,2.04220,2.04283,2.03337,2.03540,2.03520,16381
2007-10-09,2.03495,2.03928,2.02556,2.03873,2.03535,2.03968,2.02581,2.03913,2.03893,22506
2007-10-10,2.03868,2.04760,2.03720,2.03902,2.03908,2.04785,2.03753,2.03942,2.03922,20819
2007-10-11,2.03907,2.04214,2.03084,2.03285,2.03947,2.04247,2.03109,2.03325,2.03305,23919
2007-10-12,2.03280,2.03643,2.02448,2.03559,2.03320,2.03704,2.02473,2.03659,2.03609,21849
2007-10-13,2.03661,2.03661,2.03559,2.03559,2.03761,2.03761,2.03659,2.03659,2.03609,2
2007-10-14,2.03574,2.03574,2.03305,2.03380,2.03674,2.03674,2.03405,2.03480,2.03430,1368
2007-10-15,2.03385,2.04366,2.03170,2.04148,2.03485,2.04404,2.03210,2.04188,2.04168,18822
2007-10-16,2.04140,2.04340,2.02925,2.03125,2.04180,2.04373,2.02950,2.03165,2.03145,22991
2007-10-17,2.03125,2.04222,2.02854,2.03857,2.03165,2.04262,2.02887,2.03897,2.03877,25592
2007-10-18,2.03862,2.05133,2.03807,2.04485,2.03902,2.05158,2.03847,2.04525,2.04505,27168
2007-10-19,2.04480,2.05240,2.04067,2.05130,2.04520,2.05265,2.04092,2.05230,2.05180,36383
2007-10-21,2.05080,2.05620,2.04790,2.04980,2.05280,2.05820,2.04890,2.05080,2.05030,2346
2007-10-22,2.04980,2.05356,2.02580,2.03307,2.05080,2.05381,2.02605,2.03347,2.03327,31343
2007-10-23,2.03302,2.05169,2.03224,2.04966,2.03342,2.05194,2.03257,2.04999,2.04983,30203
2007-10-24,2.04966,2.05121,2.04251,2.04888,2.04999,2.05172,2.04276,2.04928,2.04908,30708
2007-10-25,2.04887,2.05531,2.04511,2.05112,2.04927,2.05556,2.04544,2.05152,2.05132,43297
2007-10-26,2.05112,2.05728,2.04797,2.05169,2.05152,2.05753,2.04822,2.05269,2.05219,35925
